year,week,team_1,team_1_record,team_1_score,team_1_projected,team_2,team_2_record,team_2_score,team_2_projected,winner,loser,result,margin,is_playoffs
2025,9,The Big Gronkowski,4-10-0 | 12th,85.5,91.92,malle_dips_pouches,6-8-0 | 11th,97.58,94.81,malle_dips_pouches,The Big Gronkowski,,12.08,False
2025,9,Uncle Rico,7-7-0 | 5th,105.98,106.16,Joe Mantegna,6-8-0 | 7th,78.02,102.29,Uncle Rico,Joe Mantegna,,27.96,False
2025,9,Voldemort,6-8-0 | 8th,116.22,110.82,Pop Lockett Drop it,8-6-0 | 6th,126.24,114.49,Pop Lockett Drop it,Voldemort,,10.02,False
2025,10,Malle ❤️ 🐸,3-11-0 | 9th,102.12,90.0,Joe Mantegna,6-8-0 | 7th,89.9,101.67,Malle ❤️ 🐸,Joe Mantegna,,12.22,False
2025,10,Pop Lockett Drop it,8-6-0 | 6th,110.44,100.56,Ginger FC,10-4-0 | 1st,130.8,111.83,Ginger FC,Pop Lockett Drop it,,20.36,False
2025,10,ThreatLevelMidnight,9-5-0 | 3rd,89.82,109.46,Post Mahomes,9-5-0 | 4th,125.32,119.69,Post Mahomes,ThreatLevelMidnight,,35.5,False
2025,10,Uncle Rico,7-7-0 | 5th,146.6,123.4,The Big Gronkowski,4-10-0 | 12th,115.4,103.41,Uncle Rico,The Big Gronkowski,,31.2,False
2025,10,Voldemort,6-8-0 | 8th,91.12,117.14,Buttermilk Puuump,4-10-0 | 10th,87.94,110.35,Voldemort,Buttermilk Puuump,,3.18,False
2025,10,malle_dips_pouches,6-8-0 | 11th,85.92,104.04,Patty Primetimes,12-2-0 | 2nd,107.24,113.2,Patty Primetimes,malle_dips_pouches,,21.32,False
2025,11,Joe Mantegna,6-8-0 | 7th,86.6,85.3,Post Mahomes,9-5-0 | 4th,111.74,117.12,Post Mahomes,Joe Mantegna,,25.14,False
2025,11,Pop Lockett Drop it,8-6-0 | 6th,112.1,119.36,Buttermilk Puuump,4-10-0 | 10th,83.46,115.24,Pop Lockett Drop it,Buttermilk Puuump,,28.64,False
2025,11,The Big Gronkowski,4-10-0 | 12th,130.14,110.0,Malle ❤️ 🐸,3-11-0 | 9th,106.12,100.32,The Big Gronkowski,Malle ❤️ 🐸,,24.02,False
2025,11,ThreatLevelMidnight,9-5-0 | 3rd,127.92,110.74,Ginger FC,10-4-0 | 1st,98.94,118.46,ThreatLevelMidnight,Ginger FC,,28.98,False
2025,11,Uncle Rico,7-7-0 | 5th,101.84,110.54,Patty Primetimes,12-2-0 | 2nd,133.78,116.49,Patty Primetimes,Uncle Rico,,31.94,False
2025,11,Voldemort,6-8-0 | 8th,81.54,124.55,malle_dips_pouches,6-8-0 | 11th,85.7,87.25,malle_dips_pouches,Voldemort,,4.16,False
2025,12,Ginger FC,10-4-0 | 1st,118.22,112.71,Buttermilk Puuump,4-10-0 | 10th,111.06,111.86,Ginger FC,Buttermilk Puuump,,7.16,False
2025,12,Joe Mantegna,6-8-0 | 7th,91.22,99.56,ThreatLevelMidnight,9-5-0 | 3rd,125.58,112.71,ThreatLevelMidnight,Joe Mantegna,,34.36,False
2025,12,Malle ❤️ 🐸,3-11-0 | 9th,76.54,91.05,Patty Primetimes,12-2-0 | 2nd,126.82,111.51,Patty Primetimes,Malle ❤️ 🐸,,50.28,False
2025,12,Pop Lockett Drop it,8-6-0 | 6th,100.92,112.4,malle_dips_pouches,6-8-0 | 11th,120.16,106.19,malle_dips_pouches,Pop Lockett Drop it,,19.24,False
2025,12,The Big Gronkowski,4-10-0 | 12th,108.96,110.86,Post Mahomes,9-5-0 | 4th,112.38,129.74,Post Mahomes,The Big Gronkowski,,3.42,False
2025,12,Uncle Rico,7-7-0 | 5th,99.84,113.95,Voldemort,6-8-0 | 8th,109.96,115.23,Voldemort,Uncle Rico,,10.12,False
2025,13,Joe Mantegna,6-8-0 | 7th,104.54,115.54,Ginger FC,10-4-0 | 1st,105.54,121.1,Ginger FC,Joe Mantegna,,1.0,False
2025,13,Malle ❤️ 🐸,3-11-0 | 9th,91.96,93.49,Voldemort,6-8-0 | 8th,50.62,108.55,Malle ❤️ 🐸,Voldemort,,41.34,False
2025,13,Post Mahomes,9-5-0 | 4th,132.04,127.34,Patty Primetimes,12-2-0 | 2nd,97.82,115.63,Post Mahomes,Patty Primetimes,,34.22,False
2025,13,The Big Gronkowski,4-10-0 | 12th,133.68,106.36,ThreatLevelMidnight,9-5-0 | 3rd,128.34,111.42,The Big Gronkowski,ThreatLevelMidnight,,5.34,False
2025,13,Uncle Rico,7-7-0 | 5th,83.94,113.65,Pop Lockett Drop it,8-6-0 | 6th,123.12,122.2,Pop Lockett Drop it,Uncle Rico,,39.18,False
2025,13,malle_dips_pouches,6-8-0 | 11th,95.0,107.75,Buttermilk Puuump,4-10-0 | 10th,94.94,124.81,malle_dips_pouches,Buttermilk Puuump,,0.06,False
2025,14,Ginger FC,10-4-0 | 1st,87.56,115.05,malle_dips_pouches,6-8-0 | 11th,79.5,100.38,Ginger FC,malle_dips_pouches,,8.06,False
2025,14,Malle ❤️ 🐸,3-11-0 | 9th,80.66,80.21,Pop Lockett Drop it,8-6-0 | 6th,137.74,120.25,Pop Lockett Drop it,Malle ❤️ 🐸,,57.08,False
2025,14,The Big Gronkowski,4-10-0 | 12th,101.34,103.75,Joe Mantegna,6-8-0 | 7th,124.88,105.69,Joe Mantegna,The Big Gronkowski,,23.54,False
2025,14,ThreatLevelMidnight,9-5-0 | 3rd,105.28,115.78,Patty Primetimes,12-2-0 | 2nd,134.64,113.81,Patty Primetimes,ThreatLevelMidnight,,29.36,False
2025,14,Uncle Rico,7-7-0 | 5th,103.16,109.49,Buttermilk Puuump,4-10-0 | 10th,89.76,126.82,Uncle Rico,Buttermilk Puuump,,13.4,False
2025,14,Voldemort,6-8-0 | 8th,135.46,108.61,Post Mahomes,9-5-0 | 4th,117.7,114.66,Voldemort,Post Mahomes,,17.76,False
